crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
Tomato,Sandy,18,13,27.16,42.96,1.34,0.98,7.23,4.38,24.24,9.88,10.91,2,0.678,79.8,0.983,137.19,2,0.368,1,607.4398
Maize,Sandy,20,131,33.11,52.46,0.63,0.55,26.47,4.48,26.85,14.07,26.84,2.431,0.697,61.4,1.01,148.84,8,0.478,0,0
Maize,Silty,46,222,32.32,80.79,0.92,0.86,14.93,1.09,29.01,14.57,23.67,2.46,1.031,71.6,0.773,141.78,9,0.451,0,0
Rice,Loamy,2,329,36.2,80.93,3.61,3,8.32,4.42,33.98,17.25,20.64,3.201,0.445,83.75,0.932,89.89,1,0.341,1,599.6386
Tomato,Sandy,119,153,19.92,77.59,9.59,7.87,21.16,4.74,20.36,12.15,13.99,2,0.63,71.07,1,143.21,7,0.548,1,328.7554
Tomato,Silty,87,71,34.03,85.87,0.69,0.37,27.24,4.19,34.52,16.71,21.87,3.955,0.801,71.29,0.915,99.27,8,0.49,1,648.5119
Tomato,Clayey,94,345,35.83,75.67,1.88,1.27,26.52,0.91,43.61,19.6,27.26,2.928,0.747,70.32,0.474,133.47,7,0.476,1,449.765
Rice,Clayey,63,20,24.03,71.35,14.3,7.2,18.86,0.88,41.07,24.25,38.37,2.149,1.127,69.88,0.941,138.75,2,0.459,0,0
Rice,Sandy,3,81,22.22,59.83,8.05,3.97,7.2,2.11,20.69,14.14,14.74,2,0.467,65.82,0.883,123.63,8,0.578,1,354.8777
Rice,Loamy,46,228,36.9,60.36,1.3,0.69,22.42,3.67,30.65,19.92,20.14,3.565,1.128,65.68,0.387,121.77,9,0.542,1,213.993
Rice,Silty,103,346,29.44,56.4,1.16,0.64,20.22,0.56,25.84,14.21,21.86,2.2,0.764,83.82,0.882,122.53,5,0.6,0,0
Rice,Sandy,111,19,23.76,70.31,0.83,0.72,10.25,4.78,20.55,8.4,13,2.167,0.63,78.47,1.088,103.49,3,0.408,1,385.6633
Wheat,Clayey,49,165,33.21,56.43,0.51,0.49,27.51,2.86,43.66,18.45,22.31,2.638,1.042,68.2,0.672,160.32,5,0.542,1,900.0023
Wheat,Loamy,1,107,22,39.59,1.85,0.83,7.17,2.11,37.93,19.53,29.78,2,0.3,83.48,0.42,128.57,4,0.456,1,28.8038
Tomato,Silty,105,348,19.06,36.92,1.25,0.85,14.33,3.03,34.35,17.18,21.62,2,0.63,77.87,0.85,130.52,6,0.484,0,0
Maize,Sandy,22,214,27.51,90.09,4.1,3.81,7.36,3.72,29.55,8.36,25.34,2,0.736,74.31,0.515,98.46,10,0.504,0,0
Tomato,Silty,93,239,28.02,31.61,0.81,0.52,27.8,1.73,34.97,12.12,22.17,2.192,0.754,78.55,0.791,127.55,6,0.448,1,526.4371
Maize,Loamy,14,147,33.99,36.86,4,3.73,5.88,1.81,31.67,15.4,18.74,2,0.578,69.12,0.902,123.72,10,0.328,1,698.1932
Rice,Loamy,112,181,25.51,58.94,1.02,0.68,15.64,2.61,37.44,15.44,27.72,2.008,0.63,82.24,0.759,121.4,4,0.396,1,370.286
Maize,Clayey,92,336,33.74,47.09,2.69,2.14,26.54,3.51,37.93,22.47,36.19,3.442,0.798,67.09,0.578,124.61,7,0.386,0,0
Tomato,Loamy,85,198,22.16,56.38,3.05,2.72,11.28,3.68,34.98,15.68,31.83,2,0.817,76.7,1.071,104.61,3,0.497,0,0
Tomato,Sandy,45,287,28.23,37.63,3.34,2.96,7.63,1.96,25.22,10.38,11.87,2,0.975,85.32,0.422,159.49,6,0.361,0,0
Maize,Silty,96,53,19.79,38.51,0.58,0.4,8.18,1.95,30.86,15.23,21.54,2,0.754,75.68,0.339,99.52,5,0.569,1,163.1262
Wheat,Loamy,6,240,23.87,82.04,1,0.47,15.12,2.69,39.9,19.32,35.68,2.267,0.418,75.22,1.046,133.93,2,0.348,1,40.3848
Rice,Loamy,118,290,34.72,79.34,0.85,0.61,15.71,2.94,30.04,15.88,20.26,2.264,0.63,79.44,0.331,112.24,5,0.343,1,154.9768
Rice,Sandy,65,287,19.97,36.78,2.58,1.68,22.95,3.42,29.13,11.78,20.38,2,1.109,69.42,0.738,151.9,5,0.325,1,357.8381
Tomato,Silty,21,188,33.64,73.41,0.24,0.18,10.95,3.28,32.59,15.02,25.11,2.393,0.741,89.67,0.784,149.12,8,0.353,1,235.5565
Wheat,Silty,4,6,21.51,69.61,2.19,1.4,22.55,2.18,32.86,12.8,18.36,3.26,0.362,81.04,0.605,149.83,3,0.392,1,419.0558
Maize,Clayey,3,283,15.79,76.37,0.27,0.27,29.97,1.84,42.38,24.09,36.74,2.191,0.36,70.08,0.548,168.53,3,0.45,0,0
Rice,Clayey,113,263,17.53,60.84,1.23,0.77,26.61,1.89,37.66,20.58,30.99,2,0.63,79.03,0.966,158.08,2,0.546,0,0
Wheat,Silty,30,49,32.16,47.55,3.48,1.46,20.89,3.4,30.91,17.21,29.1,2.943,0.89,86.34,0.63,112.96,2,0.332,0,0
Rice,Sandy,31,352,21.03,73.14,1.6,1.42,28.5,2.45,29.08,11.74,20.84,2,1.008,85.27,0.411,119.36,2,0.464,1,158.7413
Wheat,Sandy,34,200,30.05,54.14,0.99,0.97,29.78,1.1,26.58,14.11,23.48,3.815,0.922,88.34,0.717,166.74,4,0.391,0,0
Wheat,Clayey,83,60,31.08,44.23,2.87,2.01,19.26,0.53,37.31,23.78,34.5,3.024,0.687,64.62,0.954,162.37,5,0.322,0,0
Tomato,Loamy,20,33,22.94,56.56,4.04,2.25,11.84,0.63,32.62,17.91,29.88,2,0.72,69.55,0.577,172.12,1,0.426,0,0
Rice,Sandy,87,303,25.92,79.61,0.88,0.41,27.87,4.4,29.35,11.58,19.34,3.091,0.909,88.35,0.419,163.86,10,0.375,1,202.0164
Maize,Loamy,54,244,24.29,60.93,1.07,1.03,26.1,2.56,30.93,19.48,26.19,3.132,1.099,79.55,0.607,92.93,2,0.489,0,0
Tomato,Sandy,104,172,36.79,49.49,3.07,1.81,7.12,3.46,25.85,8.5,14.7,2.341,0.63,87.49,0.791,113.02,2,0.304,1,410.4713
Tomato,Silty,25,207,22.36,84.07,10.08,5.41,28.41,4.68,25.11,13.57,21.26,2.905,0.825,67.65,0.392,109.25,6,0.561,0,0
Maize,Clayey,15,283,19.22,87.31,0.72,0.68,14.16,1.07,36.2,22.4,30.72,2,0.597,82.26,0.511,117.9,3,0.377,1,145.4664
Tomato,Loamy,38,22,23.41,58.16,3.19,2.23,13.05,2.51,35.97,19.2,24.56,2,0.922,75.45,1.174,109.23,6,0.549,1,689.7142
Wheat,Loamy,23,47,30.4,54.35,7.11,5.93,13.58,2.93,35.13,16.27,33.24,2,0.834,79.52,0.484,158.48,4,0.566,1,7.5104
Wheat,Silty,52,349,31.04,69.83,1.86,0.86,13,4.29,25.5,12.06,23.44,3.521,1.028,76.99,0.357,150.08,10,0.512,0,0
Rice,Sandy,66,158,36.25,33.77,1.14,0.64,17.9,4.97,29.26,9.01,12.7,3.163,1.1,81.94,0.689,99.88,7,0.488,1,511.5077
Rice,Loamy,57,258,35.28,74.94,3.3,1.37,19.49,3.7,34.99,18.97,28.36,3.608,1.182,66.17,0.366,97.98,4,0.36,0,0
Maize,Sandy,57,143,21.63,80.85,0.1,0.07,15.64,3.39,29.29,9.41,22.15,2,1.124,89.27,0.312,101.8,5,0.599,0,0
Rice,Silty,79,47,25.47,55.83,1.34,1.25,15.31,4.64,27.32,13.08,27.32,2.254,0.982,75.31,0.314,111.41,10,0.557,0,0
Wheat,Clayey,52,27,32.19,41.35,0.9,0.84,23.43,4.27,36.59,21.18,25.72,3.375,1.028,84.6,0.567,148.27,5,0.513,0,0
Maize,Loamy,108,27,36.08,31.87,0.76,0.71,5.08,4.39,36.36,18.53,27.07,2.391,0.622,60.61,0.366,116.89,5,0.454,1,254.9558
Maize,Sandy,35,145,22.75,71.42,0.59,0.37,28.67,0.51,23.27,12.37,22.44,3.464,0.937,64.55,0.474,122.42,9,0.559,0,0
Rice,Loamy,74,75,25.22,47.48,4.01,2.49,22.86,2.81,30.02,19.44,27.25,2.646,1.027,69.99,0.883,84.21,9,0.511,0,0
Wheat,Sandy,14,187,35.69,60.15,9.31,9.29,22.68,4.02,28.7,11.81,27.18,3.441,0.642,81.29,0.56,128.01,10,0.308,0,0
Maize,Sandy,91,10,23.25,55.11,1.46,1.22,15.55,1.32,22.43,14.81,19.47,2,0.809,69.26,0.818,124.16,4,0.332,1,141.2647
Wheat,Sandy,118,121,26.05,41.37,0.15,0.07,29.14,3.88,28.11,8.12,22.81,2.605,0.45,83.3,0.67,148.36,6,0.394,0,0
Wheat,Silty,14,289,35.8,63.04,3.81,1.79,5.01,0.54,29.7,12.61,18.86,2,0.642,63.94,1.096,100.16,10,0.578,1,762.7818
Wheat,Clayey,99,165,33.45,59.87,2.32,1.9,6.91,3.09,36.32,18.01,27.32,3.049,0.511,73.32,0.927,152.26,5,0.516,1,69.8679
Rice,Loamy,33,264,20.6,70.57,3.86,3.72,25.1,4.33,36.88,16.26,20.57,2.828,1.024,69.57,1.067,151.78,2,0.432,1,1050.8365
Tomato,Clayey,52,161,22.47,46.37,3.13,2.81,23.47,2.44,38.05,18.33,37.63,2.346,1.027,62.95,0.767,142.24,3,0.496,1,2.4207
Tomato,Sandy,1,327,23.12,43.95,7.08,5.34,11.78,3.83,20.08,13.55,16.12,2.304,0.321,81.76,1.003,115.81,8,0.551,1,167.1061
Maize,Sandy,34,297,35.99,82.93,0.45,0.22,19.87,2.89,26.61,10.68,21.71,2.593,0.929,86.34,0.854,85.87,8,0.304,1,187.1613
Wheat,Clayey,19,118,37.98,75.64,0.56,0.26,18.3,3.41,35.7,23.43,30.1,2,0.782,86.25,0.97,103.67,4,0.303,1,256.2267
Rice,Clayey,24,311,32.8,80.19,1.25,1.18,18.18,2.83,44.26,21.69,30.06,2.981,0.938,67.98,0.916,173.02,5,0.552,1,788.0952
Wheat,Loamy,106,263,26.14,38.01,2.03,1.87,19.89,2.64,31.39,18.26,26.89,2,0.45,89.01,0.57,167.92,8,0.318,1,121.3233
Wheat,Sandy,4,84,15.23,44.56,7.8,3.97,29.84,4.29,20.72,9.16,16.56,2.523,0.362,84.02,0.413,99.72,8,0.575,0,0
Rice,Clayey,36,146,31.04,67.41,7.12,6.52,29.68,0.92,39.71,19.74,34.01,2.87,1.048,67.17,1.026,112.13,5,0.527,0,0
Tomato,Silty,77,171,23.96,85.72,6.16,5.06,29.54,3.13,34.3,16.85,19.88,2.454,0.879,86.3,0.37,80.99,3,0.405,1,259.416
Wheat,Sandy,58,334,29.56,87.99,0.76,0.72,18.72,1.02,22.77,14.75,17.49,2,0.962,65.74,0.845,111.05,8,0.446,1,268.8877
Wheat,Sandy,32,309,28.95,84.07,3.92,3.16,12.95,3.03,23.78,11.98,19.82,2.858,0.906,64.45,1.19,160.06,5,0.564,0,0
Tomato,Loamy,9,14,26.06,32.82,1.45,1.33,19,4.84,35.64,18.25,30.47,2.082,0.489,86.4,0.464,137.12,2,0.398,0,0
Rice,Silty,103,149,36.72,83.36,8.03,7.16,20.57,0.76,27.44,17.53,27.14,2.341,0.764,87.73,0.969,166.89,1,0.404,1,2.0751
Maize,Loamy,80,251,15.53,88.44,0.72,0.39,12.79,2.4,32.66,18.32,22.45,2,0.93,73.57,1.158,176.15,1,0.311,1,626.9452
Tomato,Silty,114,57,31.38,33.69,0.46,0.22,20.82,4.11,32.66,17.29,27.67,2.642,0.63,79.6,0.746,102.12,7,0.456,0,0
Maize,Loamy,67,347,24.43,57.06,5.54,3.73,20.55,2.16,34.57,18.56,26.84,2.519,1.073,69.61,0.816,135.47,3,0.417,0,0
Maize,Silty,116,302,31.42,64.88,3.79,2,27.59,2.84,25.85,16.67,16.84,2.516,0.54,82.95,0.631,155.52,8,0.527,1,266.6942
Tomato,Silty,20,347,30.53,45.13,5.17,2.83,10.94,1.02,32.56,14.46,19.6,2.717,0.72,85.12,0.698,142.17,9,0.328,1,425.3954
Wheat,Silty,74,133,15.24,63.58,0.52,0.41,22.44,1.5,28.13,14.28,18.55,2,0.786,66.02,0.867,106.03,4,0.467,1,458.7772
Maize,Clayey,120,170,21.56,87.59,6.48,3.42,16.27,3.59,35.91,22.46,31.11,2.304,0.54,80.79,1.084,177.72,7,0.396,0,0
Maize,Sandy,62,102,19.35,86.35,3.4,2.65,8.25,4.23,29.13,12.66,17.42,2,1.128,86.6,1.157,147.44,6,0.518,1,567.9434
Rice,Silty,58,106,18.84,91.09,3.16,1.95,12.9,3.41,30.81,17.94,30.8,2.016,1.173,83.03,0.789,81.02,1,0.344,0,0
Wheat,Clayey,22,171,31.75,61.47,2.62,1.31,6.43,4.27,40.42,20.42,35.63,2.3,0.826,83.79,1.004,131.62,8,0.558,0,0
Maize,Clayey,112,128,20.51,56.69,4.34,3.99,12.98,3.23,42.05,21.65,41.59,2,0.54,66.91,0.963,96.59,8,0.383,0,0
Rice,Loamy,67,250,25.92,73.28,1.61,1.06,6.73,4.15,39.72,19.49,23.82,2,1.091,84.78,0.522,152.31,6,0.507,1,406.9728
Wheat,Sandy,75,32,20.68,57.09,0.43,0.21,28.14,4.92,29.47,8.01,20.21,2.762,0.775,75.24,0.716,86.51,9,0.403,1,341.5662
Tomato,Sandy,89,216,28.35,32.73,2.32,0.98,7.54,0.87,23.34,12.39,15.5,2.273,0.786,60.36,0.915,114.07,8,0.595,1,511.2141
Tomato,Loamy,106,262,31.57,76.79,4.14,3.82,25.43,2.66,33.08,18.28,30.45,2.253,0.63,80.03,0.416,111.35,3,0.505,0,0
Rice,Sandy,48,330,22.61,48.26,0.5,0.23,27.65,1.35,27.15,12.36,23.55,3.028,1.144,83.28,1.096,169.15,6,0.419,0,0
Tomato,Loamy,8,244,28.87,33.19,0.76,0.47,16.69,2.59,34.58,18.48,21.09,2.428,0.468,83.45,0.662,167.36,5,0.353,1,461.0703
Maize,Clayey,73,285,33.97,31.34,3.58,3.34,6.35,2.75,42.8,22.87,37.14,2,1.007,87.99,0.708,162.33,5,0.519,0,0
Wheat,Clayey,15,290,17.17,90.54,0.94,0.79,19.89,3.3,43.12,24.63,35.44,2.617,0.67,62.58,1.083,154.63,8,0.54,0,0
Maize,Silty,32,263,31.35,46.38,0.56,0.49,10.87,2.48,26.03,17.44,19.59,2.349,0.912,65.63,0.455,175.45,6,0.407,1,164.8651
Maize,Loamy,53,337,22.43,59.11,6.61,4.86,9.42,1.96,32.74,17.82,27.66,2,1.09,87.79,0.332,99.12,6,0.368,0,0
Tomato,Clayey,67,333,17.82,91.79,0.53,0.28,19.17,0.69,44.42,22.34,33.69,2.25,0.957,82.52,0.557,161.99,9,0.512,1,289.4028
Maize,Clayey,4,314,27.55,60.39,1.27,1.2,13.91,0.66,35.84,21.49,23.74,2.376,0.379,72.51,0.435,147.34,7,0.312,1,282.8033
Tomato,Loamy,30,85,20.2,35.11,1.68,0.91,23.26,1.29,38.94,17.06,34.52,2,0.862,64.15,1.187,150.14,3,0.556,0,0
Wheat,Clayey,13,329,33.89,65.88,1.94,1.04,19.78,2.52,43.48,23.56,35.55,3.102,0.614,85.12,0.81,122.69,6,0.516,0,0
Wheat,Sandy,108,45,15.99,35.73,1.35,1.23,25.73,2.38,29.06,9.84,17.42,3.061,0.45,69.32,0.808,145.22,9,0.416,1,491.0046
Maize,Clayey,21,303,17.27,36.18,7.31,4.02,6.46,1.36,39.97,20.35,35.93,2,0.716,85.02,1.015,103.74,9,0.554,0,0
Rice,Loamy,41,333,26.98,85.35,3.22,3.17,10.87,4.2,35.34,15.1,24.03,2.19,1.088,76.72,0.533,133.02,7,0.324,1,304.5474
Tomato,Sandy,110,200,28.55,48.81,1.34,1.09,19.17,3.58,22.42,14.82,18.99,3.205,0.63,76.11,0.77,177.07,9,0.556,1,20.1463
Tomato,Sandy,19,201,31.79,74.11,1.33,0.82,27.01,2.04,26.03,9.21,21.29,2.644,0.699,78.08,0.428,148.47,6,0.336,0,0
Maize,Clayey,103,329,20.96,63.08,2.1,0.85,25.34,4.09,40.08,22.89,26.56,2,0.677,72.59,0.384,147.55,1,0.428,1,312.1074
Tomato,Silty,48,168,34.36,44.45,0.1,0.06,21.99,4.95,31.04,15.01,23.32,3.431,0.997,63.3,0.696,103.53,8,0.304,1,331.2628
Tomato,Sandy,86,240,36.92,63.66,7.84,5.75,19.35,1.6,26.74,9.17,24.29,3.229,0.809,77.57,1.122,164.08,7,0.457,1,19.9586
Rice,Loamy,63,286,26.48,34.48,0.76,0.43,20.79,2.13,34.38,18.75,30.47,2.317,1.127,72.65,0.697,172.34,7,0.431,0,0
Rice,Silty,20,190,32.49,52.57,3.59,1.51,10.34,4.97,30.79,17.44,18.43,2,0.848,73.77,0.707,90.83,2,0.401,1,448.6598
Maize,Silty,64,71,27.07,63.98,4.51,2.38,19.88,1.12,29.44,12.79,20.65,2.783,1.106,78.01,1.079,125.24,2,0.521,1,493.9129
Rice,Sandy,37,145,16.6,44.85,5.27,3.84,17.34,0.85,20.49,11.34,17.18,2,1.056,64.26,0.557,146.58,7,0.419,0,0
Maize,Clayey,31,359,22.5,72.91,0.54,0.47,14.61,2.84,39.38,19.8,29.24,2,0.903,67.18,0.741,168.35,4,0.485,1,435.9435
Wheat,Silty,74,209,17.01,33.37,2.31,1.92,27.19,2.61,30.91,13.5,25.48,2.173,0.786,68.62,0.448,133.69,7,0.523,0,0
Maize,Clayey,18,360,37.74,61.51,0.26,0.15,25.74,0.85,37.16,22.36,22.36,3.963,0.657,71.31,1.062,122.01,5,0.596,1,990.7085
Wheat,Sandy,107,208,20.27,76.47,4.9,2.58,6.92,1.81,29.45,9.42,19.66,2,0.45,62.92,0.333,83.92,3,0.507,0,0
Maize,Loamy,103,222,29.63,57.95,2,1.66,29.64,2.39,31.83,17.6,25.58,3.325,0.677,64.69,0.672,135.14,9,0.335,1,302.1539
Tomato,Silty,110,287,21.54,86.85,0.52,0.32,10.75,4.2,26.19,13.76,20.06,2,0.63,67.65,0.549,112.93,4,0.58,1,28.2387
Rice,Loamy,20,163,30.02,71.09,3.8,3.29,10.38,3.69,39.91,19.21,27.74,2.131,0.848,80.84,0.532,179.31,9,0.435,0,0
Wheat,Clayey,82,365,19.84,92.3,1.21,0.66,28.6,4.62,42.06,18.18,39.49,2.168,0.698,80.12,0.52,139.81,1,0.417,0,0
Maize,Clayey,11,72,33.06,48.47,0.36,0.33,16.12,2,37.65,21.99,32.71,2.226,0.518,60.27,0.633,101.46,9,0.365,0,0
Rice,Loamy,86,240,17.55,91.02,1.85,1.63,25.13,1.89,37.1,18.34,34.21,2.278,0.918,62.12,1.111,179.26,6,0.363,1,26.0698
Maize,Sandy,44,127,35.59,69.44,0.8,0.45,12.21,2.58,21.85,11.26,18.95,2.517,1.014,74.97,0.938,139.1,7,0.41,0,0
Rice,Sandy,82,85,34.33,78.44,9,5.95,26.83,0.53,21.99,14.46,14.47,2.801,0.955,72.75,1.1,156.93,8,0.5,1,463.22
Rice,Silty,64,15,30.61,88.64,1.35,0.58,25.81,1.43,30.57,14.34,25.28,2.703,1.118,68.83,0.477,176.9,2,0.577,0,0
Maize,Silty,34,248,16.55,65.83,2.55,1.3,17.99,1.45,34.18,17.42,21.14,2,0.929,75.02,1.064,155.05,7,0.424,1,764.2026
Wheat,Sandy,87,312,19.8,86.04,8.89,6.04,22.63,0.77,25.04,12.81,25.04,2.357,0.643,66,0.687,174.34,3,0.387,0,0
Wheat,Sandy,65,283,34.77,65.21,1.5,0.87,29.1,2.55,23.19,10.15,15.36,3.085,0.885,64.05,1.183,116.2,6,0.349,1,578.2732
Tomato,Loamy,55,2,17.81,68.95,1.33,0.81,16.3,4.57,35.5,19.23,29.88,2,1.05,62.09,0.834,85.15,7,0.484,0,0
Rice,Clayey,74,74,18.59,58.93,0.53,0.31,17.36,0.52,40.97,21.21,25.95,2,1.027,62.15,0.739,176.4,5,0.354,1,828.4283
Tomato,Clayey,117,64,27.51,39.47,8.36,4.06,23.07,3.33,41.64,23.69,32.26,3.244,0.63,65.93,1.133,134.77,3,0.578,0,0
Tomato,Silty,1,261,21.31,65.98,4.84,2,14.66,4.46,32.87,14.22,19.03,2,0.321,83.73,0.643,157.13,4,0.512,1,427.5329
Maize,Sandy,38,347,20.11,93.53,0.75,0.45,29.03,0.98,29.36,8.11,17.32,2.402,0.963,84.08,0.974,135.14,8,0.597,1,605.0966
Maize,Loamy,103,324,28.24,81.17,1.21,0.55,6.01,4.63,34.51,19.54,21.61,2.123,0.677,87.37,0.726,156.1,10,0.424,1,432.8457
Maize,Silty,113,239,23.57,78.59,7.39,5.65,15.08,4.18,31.96,16.22,26.12,2.326,0.54,79.84,0.96,85.96,7,0.339,1,269.8605
Rice,Loamy,9,337,18.23,71.82,2.31,1.16,22.85,1.47,31.56,17.91,31.56,2,0.602,71.28,0.548,86.68,8,0.345,0,0
Maize,Sandy,95,341,27.3,52.61,2.44,1.08,15.73,4.57,29.67,9.48,21.93,2.496,0.765,63.86,0.666,171.98,5,0.334,1,277.6664
Maize,Sandy,71,279,23.9,41.02,3.13,1.54,11.48,4.12,23.27,10.72,15.82,2.188,1.029,66.57,0.611,123.58,7,0.369,1,280.5248
Rice,Sandy,17,353,31.89,44.6,4.31,1.76,15.34,1,23.6,12.39,18.27,2,0.781,73.19,1.082,110.09,7,0.586,0,0
Rice,Clayey,99,201,17.36,30.41,8.4,5.19,27.04,4.24,37.35,21.54,33.79,2,0.8,67.48,1.136,171.48,8,0.367,0,0
Wheat,Sandy,112,293,29.27,73.78,4.86,4.42,18.68,2.94,24,12.51,17.15,2.391,0.45,69.45,0.962,179.88,2,0.316,1,407.5331
Maize,Silty,101,286,25.04,82.77,8.18,4.92,13.38,4.17,27.42,15.32,18.87,2.5,0.699,88.32,1.039,141.42,2,0.434,1,464.066
Maize,Clayey,52,221,24.34,47.48,5.15,4.83,21.79,3.28,42.4,22.85,34.22,2,1.082,71.58,0.619,136,6,0.334,1,320.898
Maize,Loamy,18,162,20.34,35.97,0.14,0.12,20.3,2.26,38.34,19.78,25.19,2,0.657,64.59,0.436,171.75,2,0.544,1,359.3138
Wheat,Silty,63,183,15.7,51.82,0.38,0.28,19.01,3.21,33.54,17.63,22.95,2.005,0.907,70.38,0.918,97.84,2,0.307,1,532.5813
Maize,Silty,33,265,34.5,48.98,6.49,4.06,14.78,3.36,25.18,15.77,22.73,2.837,0.92,61.15,0.874,143.29,10,0.404,0,0
Wheat,Loamy,4,132,22.51,59.31,0.08,0.08,6.81,3.95,32.68,19.04,28.82,2,0.362,78.5,0.537,160.63,2,0.455,0,0
Tomato,Clayey,87,322,30.67,47.17,4.74,1.95,20.52,4.24,43.19,18.33,28.46,2.394,0.801,81.62,1.121,153.95,2,0.348,1,774.6938
Wheat,Silty,75,120,36.79,52.08,5.69,4.54,15.49,3.48,30.96,17.11,25.57,2.672,0.775,72.1,0.622,154.84,9,0.452,0,0
Tomato,Silty,52,219,27.99,88.99,1.61,1.21,15.72,4.95,30.87,14.55,25.34,3.355,1.027,76.54,1.034,160.5,4,0.39,0,0
Maize,Silty,9,160,24.13,51.76,1.31,0.76,10.85,4,25.77,16.38,23.88,2.542,0.478,86.22,0.416,101.24,4,0.36,0,0
Tomato,Clayey,64,300,21.17,81.06,0.65,0.29,11.24,4.6,35.75,22.19,30.36,2,0.98,66.17,0.558,135.54,8,0.526,0,0
Wheat,Clayey,30,109,36.48,70.68,0.15,0.08,24.69,1.94,44.18,20.93,43.75,3.977,0.89,64.94,0.853,90.98,4,0.533,0,0
Rice,Clayey,8,238,30.69,51.94,4.1,1.83,16.98,1.92,42.7,23.6,27.69,2.315,0.579,67.76,0.518,89.08,8,0.551,1,522.7382
Tomato,Silty,104,293,30.3,83.16,0.23,0.22,7.73,2.13,25.1,17.49,21.08,2.44,0.63,66.58,1.161,161.78,2,0.419,1,249.7854
Tomato,Sandy,5,67,24.8,68.68,8.68,3.52,6.15,2.48,21.89,9.98,18.98,2,0.405,86.26,0.796,161.19,6,0.563,0,0
Maize,Loamy,76,316,34.44,30.56,1.06,0.69,10.62,4.83,38.71,18.43,28.7,2,0.974,61.37,0.958,98.24,5,0.349,1,667.7028
Wheat,Sandy,63,187,31.41,34.47,4.74,3.98,17.19,0.83,23.72,8.62,14.79,2.642,0.907,62.53,0.805,136.56,8,0.531,1,503.4239
Tomato,Clayey,1,36,21.51,78.92,0.18,0.11,20.43,2.74,38.86,24.76,35.74,2.926,0.321,88.22,0.666,83.9,10,0.521,0,0
Tomato,Silty,15,49,28.79,59.02,2.31,1.3,8.59,1.23,26.05,17.08,23.51,2,0.615,71.77,1.04,117.08,4,0.493,0,0
Tomato,Silty,89,256,24.89,56.36,1.29,1.28,15.85,4.15,28.25,15.93,19.26,2,0.786,74.86,0.32,94.72,4,0.497,1,178.8446
Tomato,Sandy,82,107,15.15,39.48,0.09,0.04,6.81,0.64,26.32,10.28,14.64,2,0.84,77.4,0.684,117.24,5,0.363,1,437.2183
Rice,Sandy,38,8,33.58,40.23,3.2,2.48,5.94,2.55,20.54,9.04,15.08,2.132,1.064,83.47,1.093,138,7,0.541,0,0
Wheat,Loamy,42,236,17.83,81.85,8.6,6.56,26.58,2.28,35.66,19.74,24.28,2,0.986,81.36,0.377,160.47,6,0.434,1,208.2953
Maize,Silty,46,178,26.73,83.89,0.03,0.02,21.46,0.91,34.26,12.68,30.95,2.323,1.031,71.17,0.487,131.33,3,0.335,0,0
Maize,Sandy,53,242,22.73,66.4,0.95,0.84,24.53,2.2,28.75,9.64,15.3,2,1.09,84.05,1.165,173.15,1,0.598,1,789.5667
Rice,Loamy,26,41,22.87,49.18,3.65,2.44,9.55,4.14,39.1,18.79,29.32,2,0.968,82.4,1.163,90.11,8,0.44,1,567.9047
Wheat,Clayey,61,357,25.98,90.63,6.15,4.83,13.05,1.12,44.61,21.09,29.93,2,0.929,86.37,0.646,133.89,6,0.588,1,469.3683
Tomato,Sandy,104,245,37.93,70.56,0.64,0.33,16.09,4.93,27.32,13.15,16.45,2.857,0.63,67.56,0.977,170.71,7,0.327,1,584.1872
Rice,Clayey,67,113,24.39,81.78,0.22,0.09,21.45,0.76,39.96,24.82,38.21,2.589,1.091,62.85,0.863,103.43,3,0.32,0,0
Wheat,Loamy,54,365,19.19,30.21,0.03,0.01,18.37,1.8,32.44,19.93,29.03,2,1.006,63.17,0.744,157.09,2,0.317,0,0
Tomato,Clayey,22,256,29.11,59.27,0.73,0.39,18.79,3.99,43.12,22.31,28.26,2.964,0.762,76.34,1.033,105.52,1,0.575,1,862.4101
Rice,Silty,26,166,20.43,86.61,0.22,0.19,8.92,2.11,25.76,13.56,15.29,2,0.968,67.86,0.886,177.77,8,0.305,1,545.4031
Wheat,Silty,83,342,17.43,51.99,1.34,0.95,16.87,2.66,33.41,16.37,25.5,2.026,0.687,61.34,0.382,155.69,6,0.558,0,0
Maize,Clayey,108,78,16.15,77.23,1.74,1.1,25.59,1.34,44.63,20.78,26.65,2,0.622,85.1,1.056,145.33,4,0.57,0,0
Maize,Silty,108,207,15.53,72.75,1.96,1.67,17.74,3.72,33.94,17.17,29.55,2,0.622,85.87,0.547,167.31,1,0.452,0,0
Wheat,Loamy,111,311,24.92,39.89,0.46,0.2,9.99,1.31,39.66,16.36,34.98,2,0.45,71.01,0.87,138.77,10,0.405,0,0
